Workbook Sheet,Workbook Row,Metric,Level,Location Type,Location,Original Division,Final Division,Report Geography,Mapping Status,Confidence,Matched Evidence,Hierarchy Path
Learning,241,Leader Effectiveness,2,FRL,1000270 North Pinellas,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,North Pinellas,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1084 AdventHealth North Pinellas > 1000270 North Pinellas
Learning,242,Leader Effectiveness,2,FRL,1000271 OSED WFD Palm Harbor,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,North Pinellas,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1084 AdventHealth North Pinellas > 1000271 OSED WFD Palm Harbor
Learning,243,Leader Effectiveness,2,FRL,1000272 Sebring,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Sebring,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1085 AdventHealth Sebring > 1000272 Sebring
Learning,244,Leader Effectiveness,2,FRL,1000273 Lake Placid,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Lake Placid,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1085 AdventHealth Sebring > 1000273 Lake Placid
Learning,245,Leader Effectiveness,2,FRL,1000275 AHMG WFD Tampa,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Tampa,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000275 AHMG WFD Tampa
Learning,246,Leader Effectiveness,2,FRL,1000283 AHMG WFD Davenport,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000283 AHMG WFD Davenport
Learning,247,Leader Effectiveness,2,FRL,1000284 AHMG WFD Lake Wales,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Lake Wales,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000284 AHMG WFD Lake Wales
Learning,248,Leader Effectiveness,2,FRL,1000286 AHMG WFD Riverview,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Riverview,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000286 AHMG WFD Riverview
Learning,249,Leader Effectiveness,2,FRL,1000350 Lenexa City Center,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Mid America Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Mid America Region Cost Centers by Reporting Hierarchy > 1038 AdventHealth Shawnee Mission > 1000350 Lenexa City Center
Learning,250,Leader Effectiveness,2,FRL,1000351 PCN Support,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000351 PCN Support
Learning,251,Leader Effectiveness,2,FRL,1000353 PCN Flagler,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000353 PCN Flagler
Learning,252,Leader Effectiveness,2,FRL,1000354 PCN Volusia,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000354 PCN Volusia
Learning,253,Leader Effectiveness,2,FRL,1000355 PCN Marion,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000355 PCN Marion
Learning,254,Leader Effectiveness,2,FRL,1000356 PCN Lake,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000356 PCN Lake
Learning,255,Leader Effectiveness,2,FRL,1000357 PCN Seminole,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000357 PCN Seminole
Learning,256,Leader Effectiveness,2,FRL,1000358 PCN Orange,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000358 PCN Orange
Learning,257,Leader Effectiveness,2,FRL,1000359 PCN Hillsborough,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000359 PCN Hillsborough
Learning,258,Leader Effectiveness,2,FRL,1000360 PCN Pasco,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000360 PCN Pasco
Learning,259,Leader Effectiveness,2,FRL,1000361 PCN Pinellas,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000361 PCN Pinellas
Learning,260,Leader Effectiveness,2,FRL,1000362 PCN Osceola,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000362 PCN Osceola
Learning,261,Leader Effectiveness,2,FRL,1000366 Corporate Home Office,Corporate Services Division Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,ORGANIZATIONAL_PARENT_CORPORATE_SERVICES,high,Corporate Services Division Cost Centers by Reporting Hierarchy,AdventHealth > Corporate Services Division Cost Centers by Reporting Hierarchy > Home Office Cost Centers by Reporting Hierarchy > 1088 AdventHealth Corporate > 1000366 Corporate Home Office
Learning,262,Leader Effectiveness,2,FRL,1000368 Revenue Cycle Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,ORGANIZATIONAL_PARENT_CORPORATE_SERVICES,high,Corporate Services Division Cost Centers by Reporting Hierarchy,AdventHealth > Corporate Services Division Cost Centers by Reporting Hierarchy > Home Office Cost Centers by Reporting Hierarchy > 1088 AdventHealth Corporate > 1000368 Revenue Cycle Services
Learning,263,Leader Effectiveness,2,FRL,1000371 AIT,Corporate Services Division Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,ORGANIZATIONAL_PARENT_CORPORATE_SERVICES,high,Corporate Services Division Cost Centers by Reporting Hierarchy,AdventHealth > Corporate Services Division Cost Centers by Reporting Hierarchy > AIT Cost Centers by Reporting Hierarchy > 1091 AdventHealth Information Technology > 1000371 AIT
Learning,264,Leader Effectiveness,2,FRL,1000375 Well65 Plus,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1094 AdventHealth Well 65 Plus > 1000375 Well65 Plus
Learning,265,Leader Effectiveness,2,FRL,1000382 PHSO,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1096 Florida Hospital Healthcare System Inc > 1000382 PHSO
Learning,266,Leader Effectiveness,2,FRL,1000389 AHMG CFD PSA Lite,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000389 AHMG CFD PSA Lite
Learning,267,Leader Effectiveness,2,FRL,1000390 AHMG CFD Tampa,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Tampa,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000390 AHMG CFD Tampa
Learning,268,Leader Effectiveness,2,FRL,1000393 Executive,Corporate Services Division Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,ORGANIZATIONAL_PARENT_CORPORATE_SERVICES,high,Corporate Services Division Cost Centers by Reporting Hierarchy,AdventHealth > Corporate Services Division Cost Centers by Reporting Hierarchy > Home Office Cost Centers by Reporting Hierarchy > 1000393 Executive
Learning,269,Leader Effectiveness,2,FRL,1000394 Polk,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1003 AdventHealth Polk > 1000394 Polk
Learning,270,Leader Effectiveness,2,FRL,1000400 OSED CFD Poinciana,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000400 OSED CFD Poinciana
Learning,271,Leader Effectiveness,2,FRL,1000401 OSED Meadow Woods,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000401 OSED Meadow Woods
Learning,272,Leader Effectiveness,2,FRL,1000402 OSED CFD Sanford,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000402 OSED CFD Sanford
Learning,273,Leader Effectiveness,2,FRL,1000405 Home Health Altamonte Springs FL,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,CFD,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc > 1000405 Home Health Altamonte Springs FL
Learning,274,Leader Effectiveness,2,FRL,1000406 Home Health Kissimmee,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,CFD,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc > 1000406 Home Health Kissimmee
Learning,275,Leader Effectiveness,2,FRL,1000407 Home Health Ormond Beach FL,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc > 1000407 Home Health Ormond Beach FL
Learning,276,Leader Effectiveness,2,FRL,1000408 Home Health Leesburg FL,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc > 1000408 Home Health Leesburg FL
Learning,277,Leader Effectiveness,2,FRL,1000409 Home Health Temple Terrace FL,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc > 1000409 Home Health Temple Terrace FL
Learning,278,Leader Effectiveness,2,FRL,1000410 Home Health Winter Haven FL,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc > 1000410 Home Health Winter Haven FL
Learning,279,Leader Effectiveness,2,FRL,1000411 Home Health Dade City FL,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,WFD,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc > 1000411 Home Health Dade City FL
Learning,280,Leader Effectiveness,2,FRL,1000412 Home Health Tarpon Springs FL,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc > 1000412 Home Health Tarpon Springs FL
Learning,281,Leader Effectiveness,2,FRL,1000414 Home Health Sebring,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,WFD,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc > 1000414 Home Health Sebring
Learning,282,Leader Effectiveness,2,FRL,1000415 Home Health Calhoun GA,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,N/A,ORGANIZATIONAL_PARENT_PHD,high,Primary Health Division Cost Centers by Reporting Hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1057 AdventHealth Home Health and Hospice Inc > 1000415 Home Health Calhoun GA
