sheet,row,metric,level,location_type,location,real_division,rough_division,recommended_division,confidence,mapping_status,evidence,hierarchy_path,report_support,real_value,rough_value,goal,data_as_of,changed_fields
Team,1754,Total Turnover (Rolling 12),2,Cost Center,106150 ORLSUP Strategic Venture WholeYou,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106150 ORLSUP Strategic Venture WholeYou,Exact facility listed under division in June report,26.7%,26.7%,≤ 17.3%,Jul 2026,Division
Team,1755,Total Turnover (Rolling 12),2,Cost Center,106153 ORLSUP Marketing Public Relations,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106153 ORLSUP Marketing Public Relations,Exact facility listed under division in June report,9.2%,9.2%,≤ 17.3%,Jul 2026,Division
Team,1756,Total Turnover (Rolling 12),2,Cost Center,106155 ORLSUP Marketing Business to Business,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106155 ORLSUP Marketing Business to Business,Exact facility listed under division in June report,29.4%,29.4%,≤ 17.3%,Jul 2026,Division
Team,1757,Total Turnover (Rolling 12),2,Cost Center,106157 ORLSUP Marketing Customer Experience CxC Admin,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106157 ORLSUP Marketing Customer Experience CxC Admin,Exact facility listed under division in June report,4.9%,4.9%,≤ 17.3%,Jul 2026,Division
Team,1758,Total Turnover (Rolling 12),2,Cost Center,106159 ORLSUP Marketing Customer Experience CxC Amb,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106159 ORLSUP Marketing Customer Experience CxC Amb,Exact facility listed under division in June report,23.9%,23.9%,≤ 17.3%,Jul 2026,Division
Team,1759,Total Turnover (Rolling 12),2,Cost Center,106160 ORLSUP Marketing Customer Experience CxC Pop Hlth,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106160 ORLSUP Marketing Customer Experience CxC Pop Hlth,Exact facility listed under division in June report,7.6%,7.6%,≤ 17.3%,Jul 2026,Division
Team,1760,Total Turnover (Rolling 12),2,Cost Center,106161 ORLSUP Marketing Customer Experience CxC Market,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106161 ORLSUP Marketing Customer Experience CxC Market,Exact facility listed under division in June report,27.9%,27.9%,≤ 17.3%,Jul 2026,Division
Team,1761,Total Turnover (Rolling 12),2,Cost Center,106162 ORLSUP Marketing Customer Experience CxC Referral,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106162 ORLSUP Marketing Customer Experience CxC Referral,Exact facility listed under division in June report,27.6%,27.6%,≤ 17.3%,Jul 2026,Division
Team,1762,Total Turnover (Rolling 12),2,Cost Center,106165 ORLSUP Marketing Sports Partnership,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106165 ORLSUP Marketing Sports Partnership,Exact facility listed under division in June report,10.8%,10.8%,≤ 17.3%,Jul 2026,Division
Team,1763,Total Turnover (Rolling 12),2,Cost Center,106170 ORLSUP Corporate Communications,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106170 ORLSUP Corporate Communications,Exact facility listed under division in June report,17.4%,17.4%,≤ 17.3%,Jul 2026,Division
Team,1764,Total Turnover (Rolling 12),2,Cost Center,106171 ORLSUP Internal Communications,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106171 ORLSUP Internal Communications,Exact facility listed under division in June report,15.4%,15.4%,≤ 17.3%,Jul 2026,Division
Team,1765,Total Turnover (Rolling 12),2,Cost Center,106172 ORLSUP Marketing Strategic Planning Northwest,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106172 ORLSUP Marketing Strategic Planning Northwest,Exact facility listed under division in June report,7.8%,7.8%,≤ 17.3%,Jul 2026,Division
Team,1766,Total Turnover (Rolling 12),2,Cost Center,106173 ORLSUP Marketing Strategic Planning Central,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106173 ORLSUP Marketing Strategic Planning Central,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,1767,Total Turnover (Rolling 12),2,Cost Center,106175 ORLSUP Marketing Strategic Planning CFD,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106175 ORLSUP Marketing Strategic Planning CFD,Exact facility listed under division in June report,8.2%,8.2%,≤ 17.3%,Jul 2026,Division
Team,1768,Total Turnover (Rolling 12),2,Cost Center,106176 ORLSUP Marketing Physician Northwest,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106176 ORLSUP Marketing Physician Northwest,Exact facility listed under division in June report,5.9%,5.9%,≤ 17.3%,Jul 2026,Division
Team,1769,Total Turnover (Rolling 12),2,Cost Center,106177 ORLSUP Marketing Physician Central,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106177 ORLSUP Marketing Physician Central,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,1770,Total Turnover (Rolling 12),2,Cost Center,106181 ORLSUP Marketing Other,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106181 ORLSUP Marketing Other,Exact facility listed under division in June report,24.9%,24.9%,≤ 17.3%,Jul 2026,Division
Team,1771,Total Turnover (Rolling 12),2,Cost Center,106184 ORLSUP COE Org Effectiveness,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106184 ORLSUP COE Org Effectiveness,Exact facility listed under division in June report,10.1%,10.1%,≤ 17.3%,Jul 2026,Division
Team,1772,Total Turnover (Rolling 12),2,Cost Center,106185 ORLSUP Leadership Development,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106185 ORLSUP Leadership Development,Exact facility listed under division in June report,20.9%,20.9%,≤ 17.3%,Jul 2026,Division
Team,1773,Total Turnover (Rolling 12),2,Cost Center,106192 ORLSUP Personnel Recruitment,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106192 ORLSUP Personnel Recruitment,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,1774,Total Turnover (Rolling 12),2,Cost Center,106194 ORLSUP Human Resources Shared Service,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106194 ORLSUP Human Resources Shared Service,Exact facility listed under division in June report,13.9%,13.9%,≤ 17.3%,Jul 2026,Division
Team,1775,Total Turnover (Rolling 12),2,Cost Center,106195 ORLSUP Employee Education,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106195 ORLSUP Employee Education,Exact facility listed under division in June report,24.7%,24.7%,≤ 17.3%,Jul 2026,Division
Team,1776,Total Turnover (Rolling 12),2,Cost Center,106196 ORLSUP Employee Clinic Nurse,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106196 ORLSUP Employee Clinic Nurse,Exact facility listed under division in June report,4.4%,4.4%,≤ 17.3%,Jul 2026,Division
Team,1777,Total Turnover (Rolling 12),2,Cost Center,106202 ORLSUP Finance Administration,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106202 ORLSUP Finance Administration,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,1778,Total Turnover (Rolling 12),2,Cost Center,106203 ORLSUP Finance Budgeting,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106203 ORLSUP Finance Budgeting,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,1779,Total Turnover (Rolling 12),2,Cost Center,106205 ORLSUP Finance Operations,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106205 ORLSUP Finance Operations,Exact facility listed under division in June report,33.6%,33.6%,≤ 17.3%,Jul 2026,Division
Team,1780,Total Turnover (Rolling 12),2,Cost Center,106206 ORLSUP Accounting,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106206 ORLSUP Accounting,Exact facility listed under division in June report,7.8%,7.8%,≤ 17.3%,Jul 2026,Division
Team,1781,Total Turnover (Rolling 12),2,Cost Center,106211 ORLSUP Business Informatics,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106211 ORLSUP Business Informatics,Exact facility listed under division in June report,6.5%,6.5%,≤ 17.3%,Jul 2026,Division
Team,1782,Total Turnover (Rolling 12),2,Cost Center,106214 ORLSUP Revenue Cycle Administration,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106214 ORLSUP Revenue Cycle Administration,Exact facility listed under division in June report,11.4%,11.4%,≤ 17.3%,Jul 2026,Division
Team,1783,Total Turnover (Rolling 12),2,Cost Center,106217 ORLSUP Preaccess,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106217 ORLSUP Preaccess,Exact facility listed under division in June report,13.4%,13.4%,≤ 17.3%,Jul 2026,Division
Team,1784,Total Turnover (Rolling 12),2,Cost Center,106219 ORLSUP PA Operations,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106219 ORLSUP PA Operations,Exact facility listed under division in June report,11.0%,11.0%,≤ 17.3%,Jul 2026,Division
Team,1785,Total Turnover (Rolling 12),2,Cost Center,106220 ORLSUP Patient Access Admitting Share PreOnc,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106220 ORLSUP Patient Access Admitting Share PreOnc,Exact facility listed under division in June report,19.3%,19.3%,≤ 17.3%,Jul 2026,Division
Team,1786,Total Turnover (Rolling 12),2,Cost Center,106225 ORLSUP Financial Counseling,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106225 ORLSUP Financial Counseling,Exact facility listed under division in June report,4.7%,4.7%,≤ 17.3%,Jul 2026,Division
Team,1787,Total Turnover (Rolling 12),2,Cost Center,106226 ORLSUP PFS Billing,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106226 ORLSUP PFS Billing,Exact facility listed under division in June report,2.0%,2.0%,≤ 17.3%,Jul 2026,Division
